date,Fund_A,Fund_B,Fund_C
2017-10-10,124712889,857543930.51106,784527414
2017-10-11,126168832,857543930.51106,786425675
2017-10-12,126938208,857543930.51106,784518730
2017-10-13,127941367,857543930.51106,787210979
2017-10-16,129459056,857543930.51106,839806298
2017-10-17,130917556,857543930.51106,843673914
2017-10-18,132175673,857543930.51106,844483600
2017-10-19,132957255,857543930.51106,852701287
2017-10-20,134503727,857543930.51106,854528705
2017-10-23,136155275,857543930.51106,849488258
2017-10-24,137980893,857543930.51106,848359427
2017-10-25,138851898,857543930.51106,846638529
2017-10-26,140420154,857543930.51106,842266375
2017-10-27,141702580,857543930.51106,852362360
2017-10-30,141702580,857543930.51106,852596265
2017-10-31,145048600,874588166.72545,851665730
2017-11-01,145825845,874588166.72545,852831664
2017-11-02,146843626,874588166.72545,851602542
2017-11-03,149015371,874588166.72545,857531686
2017-11-06,150036633,874588166.72545,861736328
2017-11-07,150833624,874588166.72545,863932240
2017-11-08,151894704,874588166.72545,867844356
2017-11-09,150100618,874588166.72545,864529105
2017-11-10,149754799,874588166.72545,868783395
2017-11-13,149549297,874588166.72545,872784992
2017-11-14,150011369,874588166.72545,871695999
2017-11-15,148455893,874588166.72545,871611325
2017-11-16,150828859,874588166.72545,882740849
2017-11-17,151710960,874588166.72545,884157138
2017-11-20,152100780,874588166.72545,882827699
2017-11-21,153997310,874588166.72545,892345194
2017-11-22,153865034,874588166.72545,891827197
2017-11-23,154131365,874588166.72545,891827197
2017-11-24,154442014,874588166.72545,900387799
2017-11-27,154760446,874588166.72545,907473391
2017-11-28,156239565,874588166.72545,917141607
2017-11-29,156479333,874588166.72545,920912246
2017-11-30,157354759,907095380.38445,930760303
2017-12-01,157218665,907095380.38445,931759779
2017-12-04,157288773,907095380.38445,926529930
2017-12-05,157605757,907095380.38445,924022709
2017-12-06,157531218,907095380.38445,927021355
2017-12-07,158235799,907095380.38445,930681629
2017-12-08,158888135,907095380.38445,937542017
2017-12-11,159997290,907095380.38445,940604832
2017-12-12,160339525,907095380.38445,941584043
2017-12-13,160900960,907095380.38445,947071147
2017-12-14,161674807,907095380.38445,957052946
2017-12-15,162314979,907095380.38445,964077784
2017-12-18,163582300,907095380.38445,970946672
2017-12-19,164181984,907095380.38445,973679893
2017-12-20,164540054,907095380.38445,971598580
2017-12-21,166065224,907095380.38445,973043677
2017-12-22,166065224,907095380.38445,971297876
2017-12-25,166065224,907095380.38445,971297876
2017-12-26,166065224,907095380.38445,970874476
2017-12-27,166065224,907095380.38445,974509728
2017-12-28,168574093,907095380.38445,976374404
2017-12-29,168574093,940484176.90306,971994492
2018-01-01,168574093,940484176.90306,971994492
2018-01-02,170922092,940484176.90306,983674718
2018-01-03,170922092,940484176.90306,995725512
2018-01-04,174011603,940484176.90306,1001327927
2018-01-05,175768182,940484176.90306,1011871350
2018-01-08,177078256,940484176.90306,1012663892
2018-01-09,179417014,940484176.90306,1016285006
2018-01-10,180813257,940484176.90306,1014270690
2018-01-11,181690681,940484176.90306,1025171083
2018-01-12,183204196,940484176.90306,1031866884
2018-01-15,182691867,940484176.90306,1031866884
2018-01-16,184541019,940484176.90306,1029630340
2018-01-17,186409974,940484176.90306,1036432063
2018-01-18,188856423,940484176.90306,1035965143
2018-01-19,190624400,940484176.90306,1037246646
2018-01-22,191485094,940484176.90306,1047953291
2018-01-23,192409745,940484176.90306,1063065496
2018-01-24,193715647,940484176.90306,1061618559
2018-01-25,193915092,940484176.90306,1066249746
2018-01-26,194641618,940484176.90306,1075949064
2018-01-29,194641618,940484176.90306,1063692680
2018-01-30,194533113,940484176.90306,1056269443
2018-01-31,195130492,1019627400.2087,1058361700
2018-02-01,194714858,1019627400.2087,1058226772
2018-02-02,193863060,1019627400.2087,1037163152
2018-02-05,193863060,1019627400.2087,988561817
2018-02-06,187699229,1019627400.2087,1005667180
2018-02-07,189684224,1019627400.2087,996010929
2018-02-08,188793164,1019627400.2087,955008783
2018-02-09,185870360,1019627400.2087,968354366
2018-02-12,187959625,1019627400.2087,989238906
2018-02-13,189594478,1019627400.2087,991857674
2018-02-14,190832404,1019627400.2087,1007494916
2018-02-15,192142174,1019627400.2087,1021481408
2018-02-16,193461648,1019627400.2087,1020241939
2018-02-19,193996103,1019627400.2087,1020241939
2018-02-20,194687446,1019627400.2087,1020287004
2018-02-21,195390369,1019627400.2087,1014358547
2018-02-22,195273983,1019627400.2087,1016725815
2018-02-23,195979730,1019627400.2087,1028541482
2018-02-26,196219101,1019627400.2087,1040367403
2018-02-27,196104889,1019627400.2087,1027769798
2018-02-28,195840373,940533146.117,1016225776
2018-03-01,195185533,940533146.117,1004763826
2018-03-02,195886933,940533146.117,1014171027
2018-03-05,196187592,940533146.117,1023162658
2018-03-06,197757691,940533146.117,1029699483
2018-03-07,198983717,940533146.117,1031344233
2018-03-08,200282464,940533146.117,1037855178
2018-03-09,202735774,940533146.117,1054142417
2018-03-12,203291220,940533146.117,1054766600
2018-03-13,202347589,940533146.117,1045545636
2018-03-14,202590736,940533146.117,1045440265
2018-03-15,203466364,940533146.117,1044856164
2018-03-16,203945870,940533146.117,1045810328
2018-03-19,203048466,940533146.117,1028783355
2018-03-20,203834515,940533146.117,1033505434
2018-03-21,203628603,940533146.117,1042454562
2018-03-22,201428908,940533146.117,1019207048
2018-03-23,198787703,940533146.117,996747169
2018-03-26,199994655,940533146.117,1028133184
2018-03-27,199689840,940533146.117,1007704931
2018-03-28,199475577,940533146.117,1004351050
2018-03-29,200289223,940533146.117,1020569885
2018-03-30,200289223,919365851.7196,1020569885
2018-04-02,200289223,919365851.7196,997173841
2018-04-03,200289223,919365851.7196,1007970029
2018-04-04,198940610,919365851.7196,1021019899
2018-04-05,200866195,919365851.7196,1028691367
2018-04-06,199501247,919365851.7196,1086934820
2018-04-09,199471605,919365851.7196,1090961503
2018-04-10,200245856,919365851.7196,1111692865
2018-04-11,200071923,919365851.7196,1106208026
2018-04-12,200071923,919365851.7196,1116301428
2018-04-13,201437769,919365851.7196,1110902308
2018-04-16,202926014,919365851.7196,1124173314
2018-04-17,203937845,919365851.7196,1153986777
2018-04-18,203987507,919365851.7196,1156358956
2018-04-19,204797652,919365851.7196,1156497753
2018-04-20,204613764,919365851.7196,1146004910
2018-04-23,205390613,919365851.7196,1143796705
2018-04-24,206275770,919365851.7196,1125535183
2018-04-25,204508941,919365851.7196,1127996722
2018-04-26,206426446,919365851.7196,1152558492
2018-04-27,206838700,919365851.7196,1154019407
2018-04-30,206661160,932799917.33976,1147932191
2018-05-01,206661160,932799917.33976,1149357141
2018-05-02,207772887,932799917.33976,1136822082
2018-05-03,207759060,932799917.33976,1134947267
2018-05-04,208241036,932799917.33976,1149227312
2018-05-07,209230342,932799917.33976,1152013674
2018-05-08,212828073,932799917.33976,1148105830
2018-05-09,214287214,932799917.33976,1162208777
2018-05-10,213890958,932799917.33976,1172862910
2018-05-11,214439020,932799917.33976,1177336945
2018-05-14,214039745,932799917.33976,1174474878
2018-05-15,214855842,932799917.33976,1159884963
2018-05-16,215649239,932799917.33976,1160090706
2018-05-17,217550654,932799917.33976,1158804782
2018-05-18,217635662,932799917.33976,1159500306
2018-05-21,218022793,932799917.33976,1164739157
2018-05-22,218322769,932799917.33976,1160503707
2018-05-23,218078946,932799917.33976,1170554734
2018-05-24,217867339,932799917.33976,1167056238
2018-05-25,218131675,932799917.33976,1162408272
2018-05-28,218334333,932799917.33976,1162408272
2018-05-29,216396581,932799917.33976,1152160940
2018-05-30,215917546,932799917.33976,1173873601
2018-05-31,216586012,979766410.2932,1171838594
2018-06-01,217047661,979766410.2932,1186719999
2018-06-04,218975719,979766410.2932,1198912181
2018-06-05,219245742,979766410.2932,1205578707
2018-06-06,219869566,979766410.2932,1247302366
2018-06-07,219694093,979766410.2932,1245900621
2018-06-08,219738932,979766410.2932,1248043314
2018-06-11,218359221,979766410.2932,1249841101
2018-06-12,219429915,979766410.2932,1255611705
2018-06-13,219069824,979766410.2932,1256446973
2018-06-14,219600942,979766410.2932,1260091621
2018-06-15,219311544,979766410.2932,1260549162
2018-06-18,218888382,979766410.2932,1259230045
2018-06-19,218869704,979766410.2932,1250763085
2018-06-20,220037069,979766410.2932,1266098740
2018-06-21,219337755,979766410.2932,1276175916
2018-06-22,219263555,979766410.2932,1279567503
2018-06-25,217186716,979766410.2932,1258162682
2018-06-26,216989252,979766410.2932,1263612943
2018-06-27,215410498,979766410.2932,1247745560
2018-06-28,214313290,979766410.2932,1276388007
2018-06-29,215326731,1001696928.44132,1281966860
2018-07-02,215326731,1001696928.44132,1288122669
2018-07-03,215326731,1001696928.44132,1277957630
2018-07-04,213765909,1001696928.44132,1277957630
2018-07-05,214632918,1001696928.44132,1290834227
2018-07-06,212822831,1001696928.44132,1309297103
2018-07-09,213611750,1001696928.44132,1311975738
2018-07-10,213641571,1001696928.44132,1318841918
2018-07-11,213246104,1001696928.44132,1314704467
2018-07-12,214545636,1001696928.44132,1332823334
2018-07-13,213532075,1001696928.44132,1337155250
2018-07-16,213612722,1001696928.44132,1332949642
2018-07-17,212693952,1001696928.44132,1343247243
2018-07-18,213533383,1001696928.44132,1349797725
2018-07-19,212869359.19,1001696928.44132,1348167035
2018-07-20,211941091.17,1001696928.44132,1351562258
2018-07-23,210989023.44,1001696928.44132,1352547975.29972
2018-07-24,210791328.52,1001696928.44132,1359703187.70851
2018-07-25,209857513.48,1001696928.44132,1378653810.45939
2018-07-26,208790574.46,1001696928.44132,1368239633.19324
2018-07-27,209151091.66,1001696928.44132,1359232755.30354
2018-07-30,207183660.85,1001696928.44132,1342063852.47875
2018-07-31,207573541.01,1002578442.25418,1348712674.20336
2018-08-01,207188665.93,1002578442.25418,1349073819.15014
2018-08-02,206406547.22,1002578442.25418,1360348116.32892
2018-08-03,207007498.71,1002578442.25418,1403101673.86284
2018-08-06,206624859.6,1002578442.25418,1413521083.82739
2018-08-07,206946550.32,1002578442.25418,1435060930.96184
2018-08-08,208013263.25,1002578442.25418,1445382854.08764
2018-08-09,208529453.19,1002578442.25418,1453408746.26443
2018-08-10,208299761.04,1002578442.25418,1483048431.63404
2018-08-13,208152074.13,1002578442.25418,1482232499.58917
2018-08-14,208718417.4,1002578442.25418,1496068174.167
2018-08-15,207571834.83,1002578442.25418,1483910868.50915
2018-08-16,208377032.1,1002578442.25418,1491656356.17717
2018-08-17,208927090.13,1002578442.25418,1508778696.45946
2018-08-20,209309624.53,1002578442.25418,1508936174.51729
2018-08-21,209810670.56,1002578442.25418,1514104581.45328
2018-08-22,210409457.24,1002578442.25418,1525701568.10714
2018-08-23,210696499.58,1002578442.25418,1524123420.57106
2018-08-24,211830633,1002578442.25418,1544470167.609
2018-08-27,212131683.33,1002578442.25418,1555837517.71465
2018-08-28,212519212.83,1002578442.25418,1561349409.86643
2018-08-29,212557029.45,1002578442.25418,1579769085.45785
2018-08-30,212681158.41,1002578442.25418,1572017955.41662
2018-08-31,212885261.33,1036351508.52252,1572562987.04948
2018-09-03,212558225.23,1036351508.52252,1572562987.04948
2018-09-04,212928101.9,1036351508.52252,1571108253.16426
2018-09-05,211591617.63,1036351508.52252,1557767996.08979
2018-09-06,211193509.95,1036351508.52252,1579987087.64716
2018-09-07,210337931.86,1036351508.52252,1582639992.86436
2018-09-10,209835283.6,1036351508.52252,1593021560.93735
2018-09-11,210610331.71,1036351508.52252,1605088191.03152
2018-09-12,210474061.14,1036351508.52252,1608207341.39269
2018-09-13,209710496.52,1036351508.52252,1619712747.64737
2018-09-14,209103178,1036351508.52252,1624583269.48078
2018-09-17,208326005.91,1036351508.52252,1609362782.03765
2018-09-18,209098631.81,1036351508.52252,1617455735.91254
2018-09-19,209220973.06,1036351508.52252,1619867697.97261
2018-09-20,209446214.6,1036351508.52252,1634190184.09715
2018-09-21,210103161.44,1036351508.52252,1630200830.59265
2018-09-24,209968004.42,1036351508.52252,1628633661.11176
2018-09-25,210366950.22,1036351508.52252,1631691770.61884
2018-09-26,210089777.25,1036351508.52252,1670090500.32747
2018-09-27,210436254.7,1036351508.52252,1675658862.19026
2018-09-28,210436254.7,965255791.99158,1675709354.01555
2018-10-01,207645425.43,965255791.99158,1677415733.03456
2018-10-02,207152841.13,965255791.99158,1669722126.27402
2018-10-03,207376708.9,965255791.99158,1672646501.66778
2018-10-04,204477454.99,965255791.99158,1651231924.33791
2018-10-05,202346303.65,965255791.99158,1645517614.71412
2018-10-08,200572730.19,965255791.99158,1633059306.64176
2018-10-09,197224111.03,965255791.99158,1625048991.07847
2018-10-10,194188833.91,965255791.99158,1563942461.50318
2018-10-11,190993901.38,965255791.99158,1548882989.36461
2018-10-12,193104682.92,965255791.99158,1573957212.29965
2018-10-15,192838753.6,965255791.99158,1560604480.01715
2018-10-16,195456443.1,965255791.99158,1594887448.02932
2018-10-17,195021465.19,965255791.99158,1591111329.0533
2018-10-18,195021465.19,965255791.99158,1564378439.94733
2018-10-19,190986271.7,965255791.99158,1572276295.67184
2018-10-22,189715018.83,965255791.99158,1568055100.07358
2018-10-23,185814960.51,965255791.99158,1559845350.29926
2018-10-24,182153836.88,965255791.99158,1494823676.09951
2018-10-25,182257004.06,965255791.99158,1528752254.05673
2018-10-26,182257004.06,965255791.99158,1495855517.67448
2018-10-29,179143816.58,965255791.99158,1484743816.67596
2018-10-30,179181013.7,965255791.99158,1488957942.70499
2018-10-31,183181533.93,784256914.1696,1513698124.8831
2018-11-01,185169409.45,784256914.1696,1537822745.23312
2018-11-02,188889493.9,784256914.1696,1530597759.80648
2018-11-05,189468955.77,784256914.1696,1528803643.66241
2018-11-06,190377115.56,784256914.1696,1539985727.49501
2018-11-07,192340546.95,784256914.1696,1580755340.83866
2018-11-08,189767582.94,784256914.1696,1573129610.63177
2018-11-09,188460246.88,784256914.1696,1541735876.11459
2018-11-12,187080291.26,784256914.1696,1507676929.8512
2018-11-13,184086075.16,784256914.1696,1507020906.708
2018-11-14,181119897.19,784256914.1696,1498338612.82157
2018-11-15,179766987.86,784256914.1696,1516269508.38719
2018-11-16,178945510.72,784256914.1696,1514798615.86513
2018-11-19,176756919.49,784256914.1696,1476877572.62584
2018-11-20,172470658.33,784256914.1696,1453645772.58537
2018-11-21,173803595.35,784256914.1696,1460542408.41292
2018-11-22,175054991.24,784256914.1696,1460542408.41292
2018-11-23,173828722.1,784256914.1696,1450628278.73333
2018-11-26,174581080.27,784256914.1696,1475694498.6463
2018-11-27,174345326.26,784256914.1696,1476298983.10371
2018-11-28,175660290.5,784256914.1696,1520806451.05909
2018-11-29,176876748.01,784256914.1696,1516291053.5649
2018-11-30,177800323.88,756904396.29538,1530348388.16782
2018-12-03,179342074.51,756904396.29538,1550976260.20753
2018-12-04,173451832.65,756904396.29538,1498383577.89572
2018-12-05,172628362.19,756904396.29538,1498383577.89572
2018-12-06,168617250.19,756904396.29538,1503488015.46197
2018-12-07,167794578.72,756904396.29538,1460916369.36839
2018-12-10,165057722.36,756904396.29538,1468850498.55324
2018-12-11,164556153.12,756904396.29538,1469508708.24035
2018-12-12,164958714.45,756904396.29538,1481940474.1257
2018-12-13,164655478.16,756904396.29538,1479918361.73088
2018-12-14,163166237.26,756904396.29538,1445489020.87704
2018-12-17,159754290.43,756904396.29538,1410731971.21297
2018-12-18,158893846.37,756904396.29538,1414584527.70832
2018-12-19,158017737.15,756904396.29538,1387159072.48821
2018-12-20,154803772.3,756904396.29538,1361991458.70069
2018-12-21,151475643.3,756904396.29538,1316599202.00287
2018-12-24,149654454.54,756904396.29538,1285913564.76518
2018-12-25,149654454.54,756904396.29538,1285913564.76518
2018-12-26,149642107.34,756904396.29538,1356323339.49426
2018-12-27,150837436.22,756904396.29538,1365458619.4112
2018-12-28,152213694.06,756904396.29538,1363609970.86917
2018-12-31,153911840.18,666367244.24661,1369875684.49183
2019-01-01,153911840.18,666367244.24661,1369875684.49183
2019-01-02,154280923.79,666367244.24661,1370301067.93633
2019-01-03,152379099.18,666367244.24661,1341812094.44457
2019-01-04,155054805.09,666367244.24661,1390612116.04487
2019-01-07,156495581.51,666367244.24661,1406901471.04886
2019-01-08,158135247.97,666367244.24661,1423397205.547
2019-01-09,160986673.34,666367244.24661,1439166623.69429
2019-01-10,161295070.61,666367244.24661,1439629352.16302
2019-01-11,161617454.49,666367244.24661,1438622471.34895
2019-01-14,159114262.65,666367244.24661,1427192866.90679
2019-01-15,159823672.11,666367244.24661,1447491629.29192
2019-01-16,160956488.32,666367244.24661,1446638970.8241
2019-01-17,161325807.05,666367244.24661,1464068446.35224
2019-01-18,162560796.29,666367244.24661,1457894900.20998
2019-01-21,162466705.6,666367244.24661,1457894900.20998
2019-01-22,157352235.91,666367244.24661,1437260920.34417
2019-01-23,156939893.37,666367244.24661,1439605920.76765
2019-01-24,157192495.63,666367244.24661,1434473729.86802
2019-01-25,158128165.83,666367244.24661,1451138440.36102
2019-01-28,157213453.26,666367244.24661,1430388686.79558
2019-01-29,157049078.07,666367244.24661,1427044223.2981
2019-01-30,158561227.04,666367244.24661,1453478381.3073
2019-01-31,159410917.48,717356166.1552,1471166713.49644
2019-02-01,160525520.62,717356166.1552,1465076649.461
2019-02-04,160310077.26,717356166.1552,1469569759.31875
2019-02-05,161201054.55,717356166.1552,1479949063.15341
2019-02-06,160710008.49,717356166.1552,1474327015.64524
2019-02-07,159624195.37,717356166.1552,1456357769.72917
2019-02-08,158502887.36,717356166.1552,1427991810.34965
2019-02-11,158302859.7,717356166.1552,1425309477.97837
2019-02-12,161149419.31,717356166.1552,1446756951.99815
2019-02-13,160539755.29,717356166.1552,1449728639.60851
2019-02-14,162171806.04,717356166.1552,1447444609.48063
2019-02-15,162119018.05,717356166.1552,1455226787.00188
2019-02-18,162485351.23,717356166.1552,1455226787.00188
2019-02-19,162437093.37,717356166.1552,1456447220.66226
2019-02-20,162575971.28,717356166.1552,1452782863.51311
2019-02-21,161620148.93,717356166.1552,1442984760.34631
2019-02-22,161013793.49,717356166.1552,1454614138.2009
2019-02-25,161645009.59,717356166.1552,1458703544.0618
2019-02-26,160770471.34,717356166.1552,1454985992.61336
2019-02-27,160639449.88,717356166.1552,1456570052.76151
2019-02-28,159650079.39,761880219.0772,1452635145.17662
2019-03-01,160402062.62,761880219.0772,1455714200.10718
2019-03-04,159686167.01,761880219.0772,1445235322.05709
2019-03-05,160016032.91,761880219.0772,1444674515.41551
2019-03-06,158348028.39,761880219.0772,1436787277.02506
2019-03-07,157036824.79,761880219.0772,1418681490.63922
2019-03-08,155289963.76,761880219.0772,1415074968.35625
2019-03-11,155853789.43,761880219.0772,1441604450.71527
2019-03-12,155928613.25,761880219.0772,1444117444.61005
2019-03-13,155665610.16,761880219.0772,1453712300.34032
2019-03-14,155665610.16,761880219.0772,1470635789.79169
2019-03-15,154461382.11,761880219.0772,1477246694.50263
2019-03-18,154930867.66,761880219.0772,1484155013.95676
2019-03-19,154756984.48,761880219.0772,1470521851.57068
2019-03-20,154257834.18,761880219.0772,1456615429.2366
2019-03-21,154543104.15,761880219.0772,1465607536.08558
2019-03-22,152041717.42,761880219.0772,1431511143.9415
2019-03-25,149440734.55,761880219.0772,1428453386.97794
2019-03-26,149653034.22,761880219.0772,1438952704.80633
2019-03-27,149069164.94,761880219.0772,1427891234.69775
2019-03-28,148294666.45,761880219.0772,1435081205.38572
2019-03-29,148400960.71,754821795.167,1448008548.9758
2019-04-01,149418957.03,754821795.167,1463062842.08816
2019-04-02,149213795.14,754821795.167,1469543194.79593
2019-04-03,149213795.14,754821795.167,1477693207.99411
2019-04-04,149600146.78,754821795.167,1483398417.02753
2019-04-05,150606675.25,754821795.167,1495227128.72506
2019-04-08,150606675.25,754821795.167,1502198786
2019-04-09,150606675.25,754821795.167,1496270510
2019-04-10,150606675.25,754821795.167,1477991931
2019-04-11,150139827.64,754821795.167,1465554281
2019-04-12,151224899.79,754821795.167,1475667174
2019-04-15,150807827.75,754821795.167,1477236463
2019-04-16,151021251.51,754821795.167,1479736489
2019-04-17,150760827.76,754821795.167,1478689492
2019-04-18,150732578.18,754821795.167,1482606265
2019-04-19,150592200.16,754821795.167,1482606265
2019-04-22,150439557.38,754821795.167,1486786561
2019-04-23,151193489.94,754821795.167,1503823876
2019-04-24,151517511.67,754821795.167,1500113201
2019-04-25,150989995.98,754821795.167,1503644221
2019-04-26,150798564.17,754821795.167,1511826858
2019-04-29,151172789.17,754821795.167,1515551943
2019-04-30,151531596.73,773222521.39849,1514327141
2019-05-01,151531596.73,773222521.39849,1502021109
2019-05-02,150242347.74,773222521.39849,1499078885
2019-05-03,150995775.26,773222521.39849,1517288811
2019-05-06,149554556.83,773222521.39849,1511570851
2019-05-07,148013645.58,773222521.39849,1481494229
2019-05-08,148136784.46,773222521.39849,1480914712
2019-05-09,147502339.68,773222521.39849,1469464247
2019-05-10,147234556.9,773222521.39849,1472851846
2019-05-13,145110671.08,773222521.39849,1434139936
2019-05-14,145158466.18,773222521.39849,1449877583
2019-05-15,145807286.5,773222521.39849,1459377371
2019-05-16,146209692.14,773222521.39849,1475154260
2019-05-17,146117326.47,773222521.39849,1466237955
2019-05-20,145488752.45,773222521.39849,1453236347
2019-05-21,145896958.67,773222521.39849,1473001676
2019-05-22,146318091.6,773222521.39849,1467916346
2019-05-23,144423901.8,773222521.39849,1444595723
2019-05-24,143899277.63,773222521.39849,1442413432
2019-05-27,144396508.69,773222521.39849,1442413432
2019-05-28,144192292.91,773222521.39849,1432860747
2019-05-29,142962588.43,773222521.39849,1421286493
2019-05-30,143349364.05,773222521.39849,1420918563
2019-05-31,142369448.53,680182665.55536,1397322261
2019-06-03,141298036.74,680182665.55536,1372899846
2019-06-04,142430071.27,680182665.55536,1402254036
2019-06-05,142920759.6,680182665.55536,1410233921
2019-06-06,143112321.99,680182665.55536,1419508860
2019-06-07,144296826.34,680182665.55536,1438408930
2019-06-10,145027754.88,680182665.55536,1450425459
2019-06-11,145275575.42,680182665.55536,1450709084
2019-06-12,144901974.47,680182665.55536,1448669662
2019-06-13,145299980.93,680182665.55536,1454684196
2019-06-14,144878545.01,680182665.55536,1450341289
2019-06-17,144603317.48,680182665.55536,1456868506
2019-06-18,145702277.4,680182665.55536,1472092906
2019-06-19,146471892.49,680182665.55536,1478337878
2019-06-20,146066313.12,680182665.55536,1497750263
2019-06-21,145642568.9,680182665.55536,1494401778
2019-06-24,145353735.42,680182665.55536,1487984583
2019-06-25,144124323.47,680182665.55536,1468497733
2019-06-26,143961338.53,680182665.55536,1471532055
2019-06-27,143798106.6,680182665.55536,1479190758
2019-06-28,144381898.6,693914761.36615,1487398095
2019-07-01,144454189.4,693914761.36615,1495832800
2019-07-02,145218352.02,693914761.36615,1502640455
2019-07-03,145728840.63,693914761.36615,1513344675
2019-07-04,145946579.94,693914761.36615,1513344675
2019-07-05,145947792.11,693914761.36615,1509011359
2019-07-08,144987600.72,693914761.36615,1501765446
2019-07-09,143762043.76,693914761.36615,1505592796
2019-07-10,143847537.23,693914761.36615,1513428010
2019-07-11,143834224.72,693914761.36615,1519929362
2019-07-12,144102436.81,693914761.36615,1528259610
2019-07-15,144263666.31,693914761.36615,1532774981
2019-07-16,143722453.34,693914761.36615,1527199571
2019-07-17,143262988.64,693914761.36615,1520934646
2019-07-18,142947911.43,693914761.36615,1523169427
2019-07-19,142131809.82,693914761.36615,1509730895
2019-07-22,141706405.02,693914761.36615,1517740993
2019-07-23,141987218.03,693914761.36615,1509522866
2019-07-24,142229625.45,693914761.36615,1517748648
2019-07-25,141649792.69,693914761.36615,1492999475
2019-07-26,142279083.17,693914761.36615,1505711713
2019-07-29,141510588.24,693914761.36615,1487569952
2019-07-30,140827526.8,693914761.36615,1483578501
2019-07-31,140391984.01,708528537.28146,1448515819
2019-08-01,139722255.46,708528537.28146,1430358326
2019-08-02,137404599.44,708528537.28146,1397120157
2019-08-05,135204926.03,708528537.28146,1350020041
2019-08-06,134080187.35,708528537.28146,1349622194
2019-08-07,133825541.67,708528537.28146,1352133242
2019-08-08,135104653.69,708528537.28146,1370498421
2019-08-09,134618727.38,708528537.28146,1360649252
2019-08-12,133010780.5,708528537.28146,1327382396
2019-08-13,133064103.48,708528537.28146,1350083854
2019-08-14,133064103.48,708528537.28146,1309448548
2019-08-15,129830053.9,708528537.28146,1316755112
2019-08-16,131002531.04,708528537.28146,1330887998
2019-08-19,131794745.22,708528537.28146,1343750710
2019-08-20,131470897.44,708528537.28146,1334239874
2019-08-21,132000373.04,708528537.28146,1341386643
2019-08-22,132229979.03,708528537.28146,1333466138
2019-08-23,130419234.92,708528537.28146,1298681167
2019-08-26,130505647.52,708528537.28146,1310217371
2019-08-27,129971427.52,708528537.28146,1306382115
2019-08-28,130315647.64,708528537.28146,1311852169
2019-08-29,131047130.46,708528537.28146,1331634088
2019-08-30,131362032.44,690480233.63778,1332187715
2019-09-02,131407119.55,690480233.63778,1332187715
2019-09-03,130630650.06,690480233.63778,1317466008
2019-09-04,130849007.95,690480233.63778,1332268107
2019-09-05,132442791.38,690480233.63778,1354344903
2019-09-06,131513595.32,690480233.63778,1354202183
2019-09-09,131406406.28,690480233.63778,1353235497
2019-09-10,130978641.1,690480233.63778,1349638987
2019-09-11,131821110.18,690480233.63778,1362214717
2019-09-12,131567560.06,690480233.63778,1366471251
2019-09-13,130551815.06,690480233.63778,1363560140
2019-09-16,130097298.2,690480233.63778,1359446412
2019-09-17,129541792.14,690480233.63778,1346983693
2019-09-18,130256919.53,690480233.63778,1344415673
2019-09-19,130399251.7,690480233.63778,1343268976
2019-09-20,130194170.36,690480233.63778,1336813144
2019-09-23,129317519.01,690480233.63778,1334033319
2019-09-24,128408757.27,690480233.63778,1314810318
2019-09-25,128131960.87,690480233.63778,1328737600
2019-09-26,128018756.6,690480233.63778,1322195113
2019-09-27,127566839.13,690480233.63778,1306313183
2019-09-30,126144330.01,694016219.32333,1317850005
2019-10-01,125073754.42,694016219.32333,1310341649
2019-10-02,123113873.48,694016219.32333,1300269901
2019-10-03,122669142.33,694016219.32333,1315084343
2019-10-04,123221108.12,694016219.32333,1332537113
2019-10-07,123125169.04,694016219.32333,1333432991
2019-10-08,122188992.46,694016219.32333,1318707887
2019-10-09,122673454.7,694016219.32333,1333493605
2019-10-10,123031776.72,694016219.32333,1340720337
2019-10-11,123756452.66,694016219.32333,1359740401
2019-10-14,123496079.05,694016219.32333,1359010574
2019-10-15,123999906.14,694016219.32333,1378327814
2019-10-16,123502241.44,694016219.32333,1374634605
2019-10-17,123564449.21,694016219.32333,1381550867
2019-10-18,123411890.07,694016219.32333,1369041932
2019-10-21,123790873.82,694016219.32333,1379866680
2019-10-22,123696600.93,694016219.32333,1368097809
2019-10-23,123721938.89,694016219.32333,1375581858
2019-10-24,123031657.5,694016219.32333,1384518806
2019-10-25,122068372.68,694016219.32333,1390571263
2019-10-28,122091656.46,694016219.32333,1403046384
2019-10-29,122010167.44,694016219.32333,1391553376
2019-10-30,121543318.44,694016219.32333,1396145734
2019-10-31,121161942.91,719718133.84275,1392454126
2019-11-01,121161942.91,719718133.84275,1404918472
2019-11-04,121161942.91,719718133.84275,1408098184
2019-11-05,123289399,719718133.84275,1406487856
2019-11-06,123640761.95,719718133.84275,1404558742
2019-11-07,123904546.17,719718133.84275,1410569472
2019-11-08,123305980.49,719718133.84275,1415013604
2019-11-11,122999242.87,719718133.84275,1412303242
2019-11-12,122993782.27,719718133.84275,1439206751
2019-11-13,123025209.36,719718133.84275,1440220780
2019-11-14,123008950.46,719718133.84275,1447593185
2019-11-15,123643375.48,719718133.84275,1466533147
2019-11-18,123461112.56,719718133.84275,1471106313
2019-11-19,122823820.58,719718133.84275,1476396716
2019-11-20,122823082.71,719718133.84275,1470048595
2019-11-21,122791776.56,719718133.84275,1469477501
2019-11-22,123023263.92,719718133.84275,1476031946
